Time,Temperature (2m height),Relative Humidity (2m height),Wind Speed (10m height)
29/09/2023 10:00 am,21.2,65,6.6
29/09/2023 11:00 am,22.3,60,6.4
29/09/2023 12:00 pm,22.6,60,7.4
29/09/2023 01:00 pm,22.8,57,9.2
29/09/2023 02:00 pm,22.6,56,9.3
29/09/2023 03:00 pm,21.8,63,8.5
29/09/2023 04:00 pm,21,68,7.2
29/09/2023 05:00 pm,19.5,77,7.9
29/09/2023 06:00 pm,18.4,87,7.9
29/09/2023 07:00 pm,18,91,7.9
29/09/2023 08:00 pm,17.9,93,7.7
29/09/2023 09:00 pm,17.8,94,7.5
29/09/2023 10:00 pm,17.8,94,7.8
29/09/2023 11:00 pm,17.9,92,8.7
30/09/2023 12:00 am,17.9,91,9.4
30/09/2023 01:00 am,17.7,91,9.4
30/09/2023 02:00 am,17.3,91,9.1
30/09/2023 03:00 am,17,91,8.8
30/09/2023 04:00 am,16.7,91,8.6
30/09/2023 05:00 am,16.4,91,9.5
30/09/2023 06:00 am,16.3,89,10.2
30/09/2023 07:00 am,16.4,83,10.7
30/09/2023 08:00 am,16.6,74,11.1
30/09/2023 09:00 am,17,67,11.6
30/09/2023 10:00 am,17.5,62,11.9
30/09/2023 11:00 am,18.1,58,11.9
30/09/2023 12:00 pm,18.6,54,11.9
30/09/2023 01:00 pm,18.9,50,12.1
30/09/2023 02:00 pm,19.2,46,12.1
30/09/2023 03:00 pm,19,45,11.7
30/09/2023 04:00 pm,18.1,49,10
30/09/2023 05:00 pm,16.9,57,8
30/09/2023 06:00 pm,15.7,64,6.1
30/09/2023 07:00 pm,14.7,69,5.4
30/09/2023 08:00 pm,13.9,74,4.8
30/09/2023 09:00 pm,13.1,78,4.5
30/09/2023 10:00 pm,12.5,82,4.1
30/09/2023 11:00 pm,12,85,4.2
01/10/2023 12:00 am,11.6,87,4.2
01/10/2023 01:00 am,11.5,87,3.9
01/10/2023 02:00 am,11.6,87,3.2
01/10/2023 03:00 am,11.7,86,3.1
01/10/2023 04:00 am,11.5,86,3.3
01/10/2023 05:00 am,11.4,86,3.8
01/10/2023 06:00 am,11.5,84,4.1
01/10/2023 07:00 am,12.2,80,4.5
01/10/2023 08:00 am,13.2,75,4.8
01/10/2023 09:00 am,14.2,70,5.2
01/10/2023 10:00 am,15.1,66,5.7
01/10/2023 11:00 am,16.1,63,6.1
01/10/2023 12:00 pm,16.8,61,6.9
01/10/2023 01:00 pm,17.4,46,7.7
01/10/2023 02:00 pm,17.7,44,7.2
01/10/2023 03:00 pm,17.7,44,6.9
01/10/2023 04:00 pm,17.3,48,6.4
01/10/2023 05:00 pm,16.7,54,5.9
01/10/2023 06:00 pm,16,60,5.3
01/10/2023 07:00 pm,15.5,64,4.7
01/10/2023 08:00 pm,14.9,68,4.8
01/10/2023 09:00 pm,14.5,71,5.5
01/10/2023 10:00 pm,14.4,73,6
01/10/2023 11:00 pm,14.5,75,6.9
02/10/2023 12:00 am,14.7,77,7.2
02/10/2023 01:00 am,14.8,79,6.5
02/10/2023 02:00 am,14.8,82,5.4
02/10/2023 03:00 am,15,84,4.7
02/10/2023 04:00 am,15.2,85,5.1
02/10/2023 05:00 am,15.5,86,5.9
02/10/2023 06:00 am,16.1,85,6.9
02/10/2023 07:00 am,17.1,81,8.6
02/10/2023 08:00 am,18.3,74,10.9
02/10/2023 09:00 am,19.4,68,13
02/10/2023 10:00 am,20.4,63,13.7
02/10/2023 11:00 am,21.2,57,13.7
02/10/2023 12:00 pm,21.6,54,13.3
02/10/2023 01:00 pm,21.5,53,12.6
02/10/2023 02:00 pm,21,54,11.2
02/10/2023 03:00 pm,20.3,56,9.8
02/10/2023 04:00 pm,19.6,61,8.4
02/10/2023 05:00 pm,18.8,67,6.5
02/10/2023 06:00 pm,18,73,5.4
02/10/2023 07:00 pm,17.3,77,5.8
02/10/2023 08:00 pm,16.7,79,6.5
02/10/2023 09:00 pm,16.1,81,7.2
02/10/2023 10:00 pm,15.7,82,7.2
02/10/2023 11:00 pm,15.3,82,7.3
